transaction_id,transaction_date,facility_name,department,spend_category,vendor_name,product_description,unit_price,quantity,total_amount,contract_type,ppi_flag
TXN-101227,2024-01-21,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Ventilator — ICU,25975.26,1,25975.26,GPO,False
TXN-105337,2024-01-21,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,BD,Exam Gloves — Nitrile (case),217.97,6,1307.82,Local,False
TXN-104573,2024-01-21,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,PM Service — Ventilators (quarterly),6369.93,1,6369.93,GPO,False
TXN-100002,2024-01-21,Memorial Regional Medical Center,Orthopedics,Orthopedics,Stryker,Primary Total Knee System,8783.18,5,43915.9,GPO,True
TXN-102107,2024-01-22,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,BD,Surgical Suture — Absorbable (box),758.06,12,9096.72,GPO,False
TXN-103281,2024-01-22,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Amniotic Membrane Allograft,5579.49,3,16738.47,GPO,True
TXN-104832,2024-01-22,Valley Health System — Main Campus,Vascular,Vascular,B.Braun,Vascular Closure Device,1004.06,3,3012.18,GPO,True
TXN-100793,2024-01-22,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,ACL Reconstruction Graft System,4333.57,4,17334.28,Local,True
TXN-100062,2024-01-22,Memorial Regional Medical Center,Orthopedics,Orthopedics,NuVasive,Revision Hip Stem Component,10968.47,2,21936.94,GPO,True
TXN-100812,2024-01-22,Valley Health System — Main Campus,Orthopedics,Orthopedics,Medtronic,Intramedullary Nail — Femoral,2409.13,2,4818.26,GPO,True
TXN-104589,2024-01-22,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,GE Healthcare,Firmware Update Service — Monitors,3924.07,1,3924.07,Off-Contract,False
TXN-104638,2024-01-22,Valley Health System — Main Campus,Vascular,Vascular,Medtronic,Dialysis Catheter Kit,572.8,4,2291.2,GPO,False
TXN-101032,2024-01-22,St. Joseph's University Hospital,Orthopedics,Orthopedics,DePuy Synthes,Bone Cement (40g),219.81,1,219.81,GPO,True
TXN-102785,2024-01-23,Riverside General Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Drape — Surgical (case),968.34,1,968.34,GPO,False
TXN-102999,2024-01-23,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Boston Scientific,Hemostatic Agent — Topical,1495.81,9,13462.29,Local,False
TXN-101791,2024-01-23,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Gloves — Sterile (case),722.6,1,722.6,GPO,False
TXN-102007,2024-01-23,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Suture — Absorbable (box),579.94,1,579.94,GPO,False
TXN-104538,2024-01-23,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,PM Service — Ventilators (quarterly),9074.51,1,9074.51,GPO,False
TXN-104192,2024-01-23,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,Mammography QC Phantom,1295.37,3,3886.11,GPO,False
TXN-103981,2024-01-23,Riverside General Hospital,Radiology,Radiology,Canon Medical,PACS Storage License — Annual,21685.93,5,108429.65,Off-Contract,False
TXN-101608,2024-01-24,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,Agiliti,Infusion Pump — Dual Channel,4817.65,1,4817.65,Local,False
TXN-105316,2024-01-24,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,BD,Thermometer — Digital (each),226.24,5,1131.2,Local,False
TXN-102098,2024-01-24,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Cardinal Health,Specimen Container — Sterile (case),520.6,1,520.6,Local,False
TXN-104443,2024-01-24,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Siemens Healthineers,Firmware Update Service — Monitors,1886.07,1,1886.07,Local,False
TXN-102884,2024-01-24,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Wound Closure Strip (box),261.95,7,1833.65,GPO,False
TXN-102266,2024-01-24,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Gown — Sterile (case),580.91,3,1742.73,GPO,False
TXN-101264,2024-01-24,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Siemens Healthineers,Stretcher — Emergency,4467.97,2,8935.94,GPO,False
TXN-103495,2024-01-24,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Medtronic,Platelet-Rich Plasma Prep Kit,1375.75,1,1375.75,Local,False
TXN-102299,2024-01-24,Riverside General Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Drape — Surgical (case),448.36,1,448.36,Local,False
TXN-103029,2024-01-24,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Suture — Absorbable (box),686.71,5,3433.55,GPO,False
TXN-103272,2024-01-25,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Medtronic,Bone Graft Substitute — DBM Putty,6160.3,2,12320.6,GPO,True
TXN-101974,2024-01-25,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Hemostatic Agent — Topical,1130.73,1,1130.73,GPO,False
TXN-100459,2024-01-25,Valley Health System — Main Campus,Orthopedics,Orthopedics,Stryker,Meniscal Repair Device,1576.28,5,7881.4,Local,True
TXN-103529,2024-01-26,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Bone Graft Substitute — DBM Putty,3526.45,1,3526.45,GPO,False
TXN-100422,2024-01-26,Memorial Regional Medical Center,Orthopedics,Orthopedics,Smith+Nephew,Spinal Rod System (Titanium),3128.86,4,12515.44,GPO,True
TXN-104411,2024-01-26,Northside Community Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Calibration Service — Defibrillators,2003.96,1,2003.96,Local,False
TXN-101626,2024-01-26,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Electrosurgical Unit,8313.43,1,8313.43,Local,False
TXN-103122,2024-01-26,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Skin Substitute — Bioengineered (per cm²),2104.2,2,4208.4,GPO,False
TXN-103395,2024-01-26,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Foam Dressing — Adhesive (box),284.81,4,1139.24,Local,False
TXN-102857,2024-01-27,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Drape — Surgical (case),460.69,3,1382.07,GPO,False
TXN-103410,2024-01-27,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Tissue Sealant — Fibrin (5mL),1730.26,4,6921.04,GPO,True
TXN-105221,2024-01-27,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,BD,Sharps Container (case),756.36,2,1512.72,GPO,False
TXN-105147,2024-01-27,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,BD,Isolation Gown (case),410.85,4,1643.4,GPO,False
TXN-105249,2024-01-27,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Isolation Gown (case),795.63,3,2386.89,GPO,False
TXN-102355,2024-01-28,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,B.Braun,Surgical Stapler — Linear,1861.54,8,14892.32,GPO,False
TXN-100033,2024-01-28,Memorial Regional Medical Center,Orthopedics,Orthopedics,DePuy Synthes,Primary Total Knee System,12729.41,5,63647.05,Off-Contract,True
TXN-103533,2024-01-28,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Platelet-Rich Plasma Prep Kit,2399.66,1,2399.66,Local,True
TXN-103817,2024-01-28,St. Joseph's University Hospital,Radiology,Radiology,GE Healthcare,Ultrasound Probe — Convex,9851.83,3,29555.49,Off-Contract,False
TXN-104453,2024-01-28,St. Joseph's University Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Repair Parts — Electrosurgical Unit,2014.47,1,2014.47,Local,False
TXN-104451,2024-01-28,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Firmware Update Service — Monitors,2719.78,1,2719.78,GPO,False
TXN-103798,2024-01-29,Valley Health System — Main Campus,Radiology,Radiology,Hologic,PACS Storage License — Annual,17479.63,3,52438.89,Local,False
TXN-100289,2024-01-29,Northside Community Hospital,Orthopedics,Orthopedics,DePuy Synthes,Locking Plate System — Distal Radius,1471.3,1,1471.3,Local,True
TXN-102242,2024-01-29,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Suture — Absorbable (box),732.29,3,2196.87,Local,False
TXN-105141,2024-01-29,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Teleflex,Isolation Gown (case),449.82,7,3148.74,Local,False
TXN-101768,2024-01-29,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Stapler — Linear,1158.87,2,2317.74,GPO,False
TXN-104306,2024-01-29,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Biomedical Equipment Inspection,1559.79,1,1559.79,Off-Contract,False
TXN-103473,2024-01-30,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Tissue Sealant — Fibrin (5mL),2120.62,1,2120.62,Off-Contract,True
TXN-105090,2024-01-30,Memorial Regional Medical Center,Vascular,Vascular,Teleflex,Peripheral Atherectomy Device,10768.53,8,86148.24,Off-Contract,True
TXN-101433,2024-01-30,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Suction Unit — Portable,1258.17,1,1258.17,Local,False
TXN-104612,2024-01-30,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,Central Venous Catheter Kit,196.62,1,196.62,Local,False
TXN-101102,2024-01-30,St. Joseph's University Hospital,Biomedical Equipment,Biomedical Equipment,GE Healthcare,Transport Monitor,8844.16,1,8844.16,GPO,True
TXN-102332,2024-01-30,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Teleflex,Surgical Suture — Absorbable (box),823.55,1,823.55,GPO,False
TXN-103723,2024-01-31,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Molnlycke,Antimicrobial Silver Dressing (box),1170.69,1,1170.69,Local,True
TXN-104937,2024-01-31,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,Embolization Coil (each),838.83,1,838.83,GPO,True
TXN-103426,2024-01-31,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Alginate Dressing (box),581.25,1,581.25,Local,True
TXN-101729,2024-01-31,Riverside General Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Suture — Absorbable (box),651.36,2,1302.72,GPO,True
TXN-100317,2024-01-31,Northside Community Hospital,Orthopedics,Orthopedics,Stryker,Revision Hip Stem Component,9958.07,4,39832.28,GPO,True
TXN-103003,2024-01-31,Northside Community Hospital,Surgical Supplies,Surgical Supplies,Cardinal Health,Surgical Suture — Non-Absorbable (box),599.31,5,2996.55,Local,False
TXN-105195,2024-01-31,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Walker — Folding,990.87,7,6936.09,GPO,False
TXN-103953,2024-01-31,Memorial Regional Medical Center,Radiology,Radiology,Philips,PACS Storage License — Annual,11518.13,3,34554.39,GPO,True
TXN-101622,2024-01-31,Valley Health System — Main Campus,Biomedical Equipment,Biomedical Equipment,Philips,Suction Unit — Portable,2450.18,1,2450.18,Local,False
TXN-105174,2024-01-31,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Isolation Gown (case),391.27,8,3130.16,GPO,False
TXN-104600,2024-01-31,Valley Health System — Main Campus,Clinical Engineering Services,Clinical Engineering Services,Philips,Calibration Service — Defibrillators,1153.2,3,3459.6,GPO,False
TXN-105552,2024-01-31,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,Sodexo,IV Pole — Rolling,1480.5,8,11844.0,Off-Contract,False
TXN-100719,2024-01-31,Northside Community Hospital,Orthopedics,Orthopedics,DePuy Synthes,ACL Reconstruction Graft System,3624.41,9,32619.69,Off-Contract,True
TXN-105540,2024-02-01,St. Joseph's University Hospital,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Face Mask — Surgical (case),295.08,1,295.08,GPO,False
TXN-103978,2024-02-01,Riverside General Hospital,Radiology,Radiology,Hologic,PACS Storage License — Annual,9955.63,4,39822.52,GPO,False
TXN-104025,2024-02-01,Valley Health System — Main Campus,Radiology,Radiology,Philips,Biopsy Needle — CT-Guided (box),309.67,4,1238.68,GPO,False
TXN-103907,2024-02-01,Valley Health System — Main Campus,Radiology,Radiology,Siemens Healthineers,Lead Apron — Lightweight,272.89,8,2183.12,GPO,False
TXN-103887,2024-02-01,Memorial Regional Medical Center,Radiology,Radiology,Hologic,Mammography QC Phantom,1512.7,2,3025.4,GPO,False
TXN-105354,2024-02-01,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,Cardinal Health,Exam Gloves — Nitrile (case),384.92,8,3079.36,Local,False
TXN-103057,2024-02-01,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Amniotic Membrane Allograft,4825.88,2,9651.76,Local,False
TXN-100061,2024-02-02,Valley Health System — Main Campus,Orthopedics,Orthopedics,Zimmer Biomet,Primary Total Knee System,9766.3,2,19532.6,Local,True
TXN-102066,2024-02-02,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,B.Braun,Hemostatic Agent — Topical,693.8,3,2081.4,Local,False
TXN-103237,2024-02-02,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Negative Pressure Wound Therapy Kit,3330.38,1,3330.38,Local,True
TXN-100024,2024-02-02,Memorial Regional Medical Center,Orthopedics,Orthopedics,DePuy Synthes,Cannulated Screw Set (6.5mm),834.09,1,834.09,GPO,True
TXN-102946,2024-02-02,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Teleflex,Stapler Reload Cartridge (6-pack),1986.22,5,9931.1,GPO,False
TXN-105315,2024-02-02,Riverside General Hospital,Other/Miscellaneous,Other/Miscellaneous,BD,Face Mask — Surgical (case),178.96,1,178.96,GPO,False
TXN-104348,2024-02-02,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Repair Parts — Electrosurgical Unit,1375.57,2,2751.14,GPO,False
TXN-105103,2024-02-02,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Baxter,Blood Pressure Cuff — Disposable (box),414.1,3,1242.3,Local,False
TXN-104868,2024-02-02,Memorial Regional Medical Center,Vascular,Vascular,Medtronic,Central Venous Catheter Kit,424.07,4,1696.28,Off-Contract,False
TXN-100329,2024-02-02,St. Joseph's University Hospital,Orthopedics,Orthopedics,Zimmer Biomet,ACL Reconstruction Graft System,2520.62,3,7561.86,Local,True
TXN-102489,2024-02-03,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Boston Scientific,Irrigation Solution — 3L,118.48,2,236.96,GPO,False
TXN-105416,2024-02-03,Memorial Regional Medical Center,Other/Miscellaneous,Other/Miscellaneous,Sodexo,Walker — Folding,1023.15,1,1023.15,Local,False
TXN-103513,2024-02-03,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Integra LifeSciences,Hemostatic Matrix (5mL),2041.82,1,2041.82,Off-Contract,True
TXN-104536,2024-02-03,Riverside General Hospital,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Firmware Update Service — Monitors,3436.58,1,3436.58,GPO,False
TXN-104249,2024-02-03,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Siemens Healthineers,PM Service — Infusion Pumps (quarterly),2624.69,2,5249.38,Local,False
TXN-104617,2024-02-03,Memorial Regional Medical Center,Vascular,Vascular,Boston Scientific,Introducer Sheath Set,426.36,4,1705.44,Off-Contract,False
TXN-103500,2024-02-03,Memorial Regional Medical Center,Biologics & Wound Care,Biologics & Wound Care,Medtronic,Bone Graft Substitute — DBM Putty,3714.5,3,11143.5,GPO,True
TXN-105203,2024-02-03,Valley Health System — Main Campus,Other/Miscellaneous,Other/Miscellaneous,BD,Linen — Disposable Underpads (case),490.32,4,1961.28,GPO,False
TXN-103120,2024-02-03,St. Joseph's University Hospital,Biologics & Wound Care,Biologics & Wound Care,Smith+Nephew,Bone Graft Substitute — DBM Putty,3186.11,2,6372.22,GPO,False
TXN-102388,2024-02-03,Memorial Regional Medical Center,Surgical Supplies,Surgical Supplies,Cardinal Health,Wound Closure Strip (box),174.13,4,696.52,GPO,False
TXN-101182,2024-02-04,Memorial Regional Medical Center,Biomedical Equipment,Biomedical Equipment,Philips,Sequential Compression Device,1842.51,2,3685.02,Local,False
TXN-100386,2024-02-04,St. Joseph's University Hospital,Orthopedics,Orthopedics,Globus Medical,Cervical Interbody Fusion Cage,5779.73,1,5779.73,GPO,True
TXN-104949,2024-02-04,Riverside General Hospital,Vascular,Vascular,BD,PICC Line Kit,404.06,3,1212.18,GPO,True
TXN-104408,2024-02-04,Memorial Regional Medical Center,Clinical Engineering Services,Clinical Engineering Services,Sodexo,Annual Safety Testing — OR Suite,8011.1,1,8011.1,Local,False
TXN-103061,2024-02-04,Valley Health System — Main Campus,Biologics & Wound Care,Biologics & Wound Care,ConvaTec,Foam Dressing — Adhesive (box),479.55,6,2877.3,GPO,True
TXN-100957,2024-02-05,Memorial Regional Medical Center,Orthopedics,Orthopedics,Medtronic,Revision Hip Stem Component,12007.23,6,72043.38,GPO,False
TXN-103653,2024-02-05,Riverside General Hospital,Biologics & Wound Care,Biologics & Wound Care,KCI (3M+KCI),Hemostatic Matrix (5mL),2180.17,3,6540.51,Local,True
TXN-102819,2024-02-05,Valley Health System — Main Campus,Surgical Supplies,Surgical Supplies,BD,Wound Closure Strip (box),281.79,9,2536.11,GPO,False
TXN-102998,2024-02-05,St. Joseph's University Hospital,Surgical Supplies,Surgical Supplies,Baxter,Stapler Reload Cartridge (6-pack),1898.75,3,5696.25,GPO,False
